english,polish,polish_alternatives
liken,przyrównywać,
likeness,podobieństwo,
liking,upodobanie,
lilt,zaśpiew,
lily,lilia,
limb,kończyna,odnóże
limber up,przygotowywać,ćwiczyć
limbo,zapomnienie,
limelight,światła,
limitation,ograniczenie,
limitless,nieograniczony,
limp,kuśtykać,kulenie
linear,linearny,liniowy
linen,płócienny,bieliźniany
linesman,sędzia,
lineup,skład,
linger,bawić,
lingerie,damska,
linguistic,językoznawczy,
linguistics,językoznawstwo,
lining,podszewka,"podbicie
 2.  wyściółka"
linkage,związek,
links,boisko,
linkup,połączenie,
lipread,czytać,
lipstick,kredka,
liquid,płynny,
liquidate,likwidować,
liquidcrystal display,ciekłokrystaliczny,
lisp,seplenić,seplenienie
list,"spis
ii.   1.  wypisywać",
listener,słuchacz,
listless,osowiały,
litany,litania,
literacy,umiejętność,
literal,dosłowny,literalny
literature,piśmiennictwo,
litigate,procesować,
litigation,spór sądowy,
litter,lęg,zaśmiecać
liturgy,liturgia,
livelihood,źródło,
liven up,ożywiać,ożywiać się
liver,wątroba,
living,pokój,
lizard,jaszczurka,
lmt,lokalny,
loaded,załadowany,
loaf,bochenek,
loan,pożyczenie,
loathe,nie cierpieć,
loathing,obrzydzenie,wstręt
local,lokalny,miejscowy
locate,wynajdować,lokować
lock,wszystko,
locker,schowek,schowek na bagaż
locust,szarańcza,
lodge,domek,lokować
logic,logika,
logical,logiczny,
logistics,logistyka,
loins,lędźwie,genitalia
loiter,marudzić,zwlekać
loll,wywieszać,"zwieszać
 3.  wywieszać się"
london,londyński,
londoner,londyńczyk,
lone,jedyny,
lonely,samotny,osamotniony
loner,samotnik,
lonesome,osamotniony,
long,długość,
longdistance,długodystansowy,zamiejscowy
longevity,długowieczność,
longitude,długość,długość geograficzna
longlife,długotrwały,o przedłużonej trwałości
longlived,długowieczny,
longrange,zasięgu,dalekosiężny
longsighted,dalekowzroczny,
longstanding,długotrwały,
longwinded,rozwlekły,
lookout,czujka,wyglądać
loom,budzić,"i.   1.  zarysowywać się|wyłaniać się
 2.  nadciągać"
loony,szajbnięty,
loophole,furtka,
loosen,rozluźniać,"poluźniać
 2.  poluzowywać|poluźniać się"
lopsided,koślawy,
lord,boże,
lorry,ciężarówka,
loss,nie znajdować,
lost,"spływaj!''
ii.  lost property",
lotion,płyn kosmetyczny,
lottery,loteria,
loudspeaker,głośnik,
lounge,ubranie na co dzień,
lovely,cudowny,wspaniały
lover,kochanek,miłośnik
lowcut,głęboko,
lowkey,dyskretny,z rezerwą
lowlands,niziny,
loyal,lojalny,
loyalty,lojalność,wierność|przywiązanie
lozenge,tabletka,
lp,płyta,płyta długogrająca analogowa
lst,lokalny,
lt,porucznik,
ltcol,podpułkownik,
ltd,ograniczoną,
lubricate,smarować,
luckily,szczęście,
lucrative,lukratywny,
ludicrous,groteskowy,śmieszny
lug,tachać,taskać
luggage,bagaż,
lugubrious,żałobny,
lukewarm,niezainteresowany,obojętny
lullaby,kołysanka,
luminous,fosforyzujący,
lump,bryła,"narośl|kwota ogólna|włączać   
iii.  lump sum"
lunacy,szaleństwo,
lunar,księżycowy,
lung,płuco,
lunge,szarpnięcie,
lurid,okropny,
lurk,czaić,
luscious,rewelacyjny,
lush,"wybujały
 2.  luksusowy",
lustful,pożądliwy,
lusty,pełen wigoru,
luxuriate,się,rozkoszować się
luxury,luksusowy,
lw,długie,
lynch,linczować,
lynx,ryś,
lyric,liryczny,
lyrical,liryczny,
lyrics,słowa,słowa pieśni
mac,płaszcz przeciwdeszczowy,
macabre,makabryczny,
macedonian,macedoński,macedończyk
machine,maszynowy,"obrabiać
iii.  machine gun"
machinery,urządzenia,
macintosh,płaszcz,
mackintosh,płaszcz,
mad,zwariowany,
madden,rozwścieczać,
madetomeasure,zrobiony na miarę,zrobiony na zamówienie
madly,szalenie,szaleńczo
madness,szaleństwo,obłęd
magazine,miesięcznik,
magic,magiczny,
magistrate,sędzia,
magnetic,magnetyczny,
magnification,powiększenie,
magnificent,wspaniały,
magnify,powiększać,wyolbrzymiać
magnitude,duży,wielkość
magpie,sroka,
mahogany,mahoń,
maid,pokojówka,służąca
maiden,nazwisko,
mail,zamówienie pocztowe,
mailbox,skrzynka,
maim,okaleczać,
mainframe,główny,komputer główny duży
mainland,kontynentalny,
mainly,głównie,
mainspring,główna,główna przyczyna sprężyna
mainstream,uważany,
maintain,utrzymywać,konserwować|dbać
maintenance,utrzymanie,
maisonette,małe,
majestic,majestatyczny,
makeshift,doraźny,
making,wytwarzanie,mieć zadatki czegoś
maladjusted,niedostosowany,
malaise,niepokój,
malevolent,nieżyczliwy,
malice,złośliwość,
malicious,złośliwy,
malign,oczerniać,zniesławiać
malignant,złośliwy,
malinger,symulować chorobę,
mall,handlowe,
mallet,młotek,
malnutrition,niedożywienie,
malpractice,zaniedbanie,
maltreat,maltretować,znęcać się
mammoth,gigantyczny,
manage,zdołać,
manageable,wykonalny,
management,władza,"zarządzanie
 2.  kontrola"
manager,"kierownik
 2.  menadżer",
managing,główny,
mandarin,mandarynka,
mandate,poparcie,upoważnienie
mandatory,nakazany,
maneuver,manewrować,
manfully,namiętnie,z determinacją
manhandle,poturbować,
manhole,właz,
manhood,męskość,dojrzałość
manhunt,obława,pościg
manic,maniakalny,szaleńczy
manicure,pielęgnować,"pielęgnacja|pielęgnować
ii.    pielęgnacja paznokci"
manifest,przejawiać,"unaoczniony
ii.    przedstawiać"
manifold,różnoraki,
manipulate,manipulować,
mankind,ludzkość,
manly,męski,
manmade,przekształcony przez człowieka,
manoeuvre,manewrować,
manor,dwór,"dwór
 2.  majątek"
manpower,siła,
manslaughter,zabójstwo,
mantelpiece,półka,
mantle,płaszcz,
manual,ręczny,podręcznik
manure,gnój,
manuscript,rękopis,
map,rozkładać,rozkładać w czasie
mar,niszczyć,
marathon,maratoński,
marauder,rabuś,
marauding,plądrujący,rabujący
mare,kobyła,
marginal,marginesowy,
marigold,nagietek,
marina,przystań,
marinate,marynować,marynować się
marjoram,majeranek,
marked,wyraźny,
marker,znacznik,
market,dostępny,
marketable,dający,
marksman,wyborowy,
marmalade,owoców,
maroon,kasztanowy,
marooned,odcięty od świata,
marquee,duży,
marriage,małżeństwo,
married,żonaty,wychodzić za mąż
marry,pobierać,żenić się
martial,wojskowy,
martyr,męczennik,
martyrdom,męczeństwo,
marvellous,cudowny,
marvelous,cudowny,
masc,męski,
mascara,tusz do rzęs,
mascot,maskotka,
masculine,męski,zmaskulinizowany
mash,tłuc,
masochism,masochizm,
masonry,murarka,
massacre,masakrować,
massive,rozległy,
massproduce,produkować na masową skalę,
masterful,władczy,
mastermind,główny,"i.    planować|przeprowadzać
ii.    dusza"
masterpiece,arcydzieło,
masturbate,onanizować,
mat,chodnik,"podkładka
 2.  dywanik"
matchbox,pudełko,
matching,odpowiadający,pasujący
matchless,niedościgniony,
material,materiał,materialny
materialise,materializować się,
materialism,materializm,
materialistic,materialistyczny,
materialize,materializować się,
maternal,macierzyński,
maternity,macierzyński,położniczy
mathematical,matematyczny,
mathematics,matematyka,
matinee,popołudniówka,
mating,godowy,
matinée,popołudniówka,
matriculate,immatrykulować,
matrimonial,matrymonialny,
matrimony,małżeństwo,
matron,pielęgniarka,
matt,matowy,
matted,skołtuniony,
matteroffact,chłodny,
mature,dojrzewać,dojrzały
maturity,dojrzałość,dorosłość
maudlin,rzewny,
maul,szarpać,
mauve,fiołkowy,
maverick,"dysydent
ii.    niezależny",
max,maksymalny,
maximise,zwiększać maksymalnie,
maximize,zwiększać maksymalnie,
maximum,maksymalny,
maybe,być,może
md,medycyny,
mead,miód,miód pitny
meadow,łąka,
meager,skąpy,
meagre,skąpy,
meal,posiłek,
mealtime,posiłku,
mean,małostkowy,"wielkość|przeciętna|średnia
iii.   1.  umiar"
meander,"wędrować
ii.    meander",
meaningful,posiadający,znaczący
meaningless,bezsensowny,
meantime,międzyczasie,
measly,nędzny,
measurable,dostrzegalny,
measure,mierzyć,
measured,odmierzony,rozważny
meat,mięso,
mechanic,mechanik,
mechanical,mechaniczny,techniczny
mechanise,mechanizować,
mechanism,mechanizm,sposób
mechanize,mechanizować,
medal,odznaczenie,
meddle,mieszać,
media,środki,
mediaeval,średniowieczny,
mediate,pośredniczyć,
medicinae doctor,medycyny,
medieval,średniowieczny,
mediocre,mierny,pośledni
medium,materiał,
meet,spotykać,dochodzić
meeting,spotkanie,zebranie
melancholy,melancholia,melancholijny
mellow,głęboki,"dojrzewać|soczysty
 2.  pełny|łagodnieć"
melodious,melodyjny,
melodramatic,melodramatyczny,
melody,melodia,
melt,topić,wtapiać
member,członek,członkowski
membership,członkostwo,
membrane,błona,błona śluzowa
memento,pamiątka,
memoirs,pamiętniki,
memorable,pamiętny,
memorial,pomnik,pamiątkowy|upamiętniający
memorise,zapamiętywać,
memorize,zapamiętywać,
menacing,groźny,
mend,naprawiać,
meningitis,zapalenie,
menstrual,menstruacyjny,
menstruate,menstruować,miesiączkować
mentality,mentalność,umysłowość
mercenary,najemnik,wyrachowany
merchant,komercyjny,
merciful,litościwy,"miłosierny
 2.  zbawczy"
merciless,bezlitosny,
mercury,rtęć,
mercy,litość,
merge,scalać,"stapiać
 2.  wtapiać się|stapiać się"
meridian,południk,
merriment,wesołość,
merry,wesołych,
mesmerise,hipnotyzować,oczarowywać
mesmerize,hipnotyzować,oczarowywać
message,wiadomość,przesłanie
messenger,posłaniec,
messy,brudny,
metabolism,metabolizm,
metallic,metaliczny,
metaphor,przenośnia,
metaphysics,metafizyka,
meteoric,błyskawiczny,
meteorological,meteorologiczny,
meteorology,meteorologia,
methodical,metodyczny,
methodology,metodyka,
meticulous,dokładny,
metric,metryczny,
metropolis,metropolia,
mettle,krewkość,
mew,miauczeć,
mexican,meksykański,
mgr,dostojność,
mi,wojskowy,
mickey,nabierać,
microbe,drobnoustrój,
microchip,płytka,układ scalony
microwave,kuchenka,
mid,środkowy,
midday,południe,
middle,średniowiecze,
middleaged,w średnim wieku,
middleman,pośrednik,
middleofthe road,centrowy,
middling,przeciętny,średni
midget,karzeł,
midnight,przebiegający,w środku nocy
midsummer,kanikuła,środek lata
midway,pomiędzy,w środku
midweek,środek,w środku tygodnia
midwife,położna,
migrate,migrować,wędrować
migration,wędrówka,
mild,łagodny,
mildew,pleśń,
mileometer,licznik,
milestone,kamień,
milieu,otoczenie,
militant,bojowy,bojownik
military,wojskowy,
militate,zapobiegać,
militia,straż miejska,
milk,eksploatować,
mill,mielić,"zakład
ii.    mleć"
millennium,tysiąclecie,
miller,młynarz,
millionth,milionowy,
milometer,licznik,
mime,naśladować,
mimeograph,powielać,
mimic,naśladować,"przedrzeźniać
ii.    mimik"
mimicry,naśladownictwo,
mindless,bezsensowny,bezmyślny
mine,kopać,zaminowywać
minefield,minowe,
miner,górnik,
mineral,minerał,mineralny
mingle,mieszać,
miniature,miniaturowy,
minimal,minimalny,
minimise,minimalizować,
minimize,minimalizować,
minimum,minimalny,
mining,górnictwo,górniczy
miniskirt,minispódniczka,
minister,duchowny,
ministerial,ministerialny,
ministry,duchowieństwo,
minor,minorowy,niepełnoletni
minus,odejmowania,
miraculous,cudowny,
mirror,odzwierciedlać,
mirth,radość,wesołość
misadventure,nieszczęśliwy,
misapprehension,błędne,złudzenie
misappropriate,przywłaszczać,
misbehave,źle,
misbehavior,złe zachowanie się,
misbehaviour,złe zachowanie się,
misc,różne,
miscalculate,przeliczyć,przeliczyć się
miscarriage,poronienie,
miscarry,wypalać,
miscellaneous,różnorodny,
mischief,figlarność,"psotliwość
ii.   1.  dokazywanie"
mischievous,"złośliwy
 2.  dokuczliwy",
misconceived,nieprzemyślany,źle pomyślany
misconception,błędne,
misconduct,niewłaściwe,
misconstruction,błędne,
misconstrue,źle,
misdemeanor,występek,
misdemeanour,występek,
misdirect,źle,
miser,skąpiec,
miserly,skąpy,
misfire,wypalać,
misfortune,nieszczęście,
misgiving,złe przeczucie,
misguided,błędny,fałszywy
mishandle,zaniedbywać,zaprzepaszczać
mishap,przypadek,zły przypadek
misinform,błędnie,
misinformation,błędna,
misinterpret,interpretować,opacznie rozumieć
misjudge,oceniać,mylnie osądzać
mislay,zapodziewać,
mislead,mylić,wprowadzać w błąd
mismanage,niewłaściwie,
misnomer,niewłaściwy,
misplaced,niewłaściwy,źle skierowany
misprint,omyłka,
misread,niewłaściwie,
misrepresent,fałszywie,
miss,nietrafienie,pomijać
misshapen,zniekształcony,
missing,zaginiony,brakujący
missionary,misyjny,
misspell,zrobić,
misspend,marnować,
mist,pokrywać mgiełką,
mistake,pomyłka,"mylić
 2.  mylić"
mistletoe,jemioła,
mistrust,dowierzać,
misty,zamglony,
misunderstand,rozumieć,
misunderstanding,nieporozumienie,sprzeczka
mitigate,mitygować,łagodzić
mitten,mitenka,rękawica z jednym palcem
mix,mylić,
mixed,pomieszany,zamieszany
mixer,betoniarka,
mixture,mieszanka,
mo,rejonowy,"mo.
  poniedziałek"
moan,jęczenie,
mob,otaczać,"tłuszcza
ii.    otaczać tłumem"
mobility,mobilność,ruchliwość
mobilize,mobilizować,
mockery,kpić,
model,brać,pracować jako model|występować jako modelka
moderate,miarkować,
modern,współczesny,nowoczesny
modernise,modernizować,
modernize,modernizować,
modest,skromny,
modesty,skromność,
modifier,określenie,
modify,modyfikować,
modulate,modulować,
module,moduł,
moisten,zwilżać,
moisture,wilgoć,
molar,trzonowy,ząb trzonowy
moldy,spleśniały,
molecule,cząsteczka,molekuła
mollify,udobruchiwać,
mollusc,mięczak,
mollusk,mięczak,
molt,"pierzyć się
ii.    linienie",
molten,stopiony,
mom,mamuśka,
momentary,chwilowy,
momentous,doniosły,
mon,poniedziałek,
monarchy,monarchia,
monastic,klasztorny,
monday,poniedziałek,
monetary,monetarny,pieniężny
mongol,mongoloidalny,mongoł
monkey,małpa,
mono,monofoniczny,"mono
ii.    sprzęt mono"
monogamy,jednożeństwo,
monolithic,monolityczny,
monopolistic,monopolistyczny,
monotonous,monotonny,jednostajny
monster,"potwór
ii.    monstrualny",
monstrosity,monstrualność,
monstrous,monstrualny,
month,miesiąc,
monthly,comiesięczny,miesięcznik
monument,pomnik,
monumental,monumentalny,gigantyczny
mood,nastrój,"humor
 2.  zły nastrój"
moody,kapryśny,
moonless,bezksiężycowy,
moonlit,księżycowy,rozświetlony księżycem
moor,wrzosowisko,cumować
mooring,stanowisko,
moose,łoś,
mope,upadać na duchu,
moralise,moralizować,
moralistic,moralistyczny,
morality,moralność,
moralize,moralizować,
moreover,więcej,
morning,poranek,ranny
moroccan,marokański,marokańczyk
morocco,maroko,
moronic,kretyński,
morsel,kawałek,kąsek
mortal,śmiertelny,śmiertelnik
mortality,śmiertelność,
mortgage,pożyczka,wpisać dług hipoteczny
mortify,upokarzać,
mosaic,mozaika,
mossy,omszały,
mostly,w większości,
mothball,kulka,
motheaten,zżarty przez mole,
mother,język,
motherhood,macierzyństwo,
motherinlaw,teściowa,
motherly,matczyny,
motherofpearl,perłowa,
mothertobe,przyszła matka,
motion,być,
motionless,nieruchomy,
motivate,spowodować,dawać motywację
motive,powód,
motley,różnorodny,
motorcar,samochód,
motoring,drogowy,
mouldy,spleśniały,
moult,"pierzyć się
ii.    linienie",
mound,góra,
mountain,góra,
mountaineering,alpinistyka,
mourn,boleć,"nosić żałobę 
 2.  opłakiwać"
mourner,żałobnik,
mournful,grobowy,żałobny
mourning,żałoba,
moustache,wąs,wąsy
mouthful,kęs,
mouthwash,płyn,
mouthwatering,apetyczny,pobudzający apetyt
movable,przenośny,
move,poruszać się,przenosić się|przeprowadzać|przetasowanie służbowe
moveable,przenośny,
moving,poruszający,ruchomy
mower,kosiarka,
mozambican,mozambikański,mozambikańczyk
mozambique,mozambik,
mt,góra,
mth,miesiąc,
mucky,ubabrany,świński
mucus,śluz,
mud,błoto,
muddle,bałagan,"pomieszanie|mieszać|mylić|zamęt
ii.   1.  pomieszać"
mudguard,błotnik,
muffle,zagłuszać,
mug,łupić,
mugger,zbój,
muggy,duszny,
mule,muł,
mull over,przemyśliwać,
multiaccess,wielodostępność,
multifarious,różnorodny,
multilateral,wielostronny,
multiplication,mnożenie,rozmnażanie się
multiplicity,wielość,
multitasking,wielozadaniowość,
multitude,wielość,
mumble,mamrotać,
mummify,mumifikować,
mummy,mamuśka,mumia
mumps,świnka,
munch,przeżuwać,
mundane,przyziemny,
municipality,samorząd,samorząd miejski
munificence,szczodrość,
mural,malowidło ścienne,
murder,mordować,
mushroom,mnożyć,
mushy,rozgnieciony,"przejrzały
 2.  ckliwy"
musk,piżmo,
muslim,muzułmanin,muzułmański
muslin,muślin,
mussel,małż,
mustache,wąs,wąsy
muster,ześrodkowywać,
musty,stęchły,
mutate,mutować,przekształcać się
muted,przytłumiony,przygaszony
mutilated,okaleczony,zniekształcony
mutiny,rebelia,buntować
mutter,mamrotać,mruczenie
muzzle,nakładać,
mw,średnie,
my,mój,
myopic,krótkowzroczny,
myriad,mnóstwo,niezliczony
mystic,mistyczny,
mystify,wprowadzać,zaskakiwać
mystique,mistyka,
mythic,mityczny,
mythical,mityczny,
mythology,mitologia,
nab,przyłapywać,
nag,nudzić,
naive,naiwny,
namely,mianowicie,
namesake,imiennik,
napkin,serwetka,
napoleon,napoleonka,
nappy,pieluszka,
narrate,opowiadać,przedstawiać
narrative,narracyjny,
nasal,nosowy,
nasty,paskudny,"do niczego
 3.  ciężki"
nationalise,nacjonalizować,upaństwawiać
nationalism,nacjonalizm,
nationalistic,nacjonalistyczny,
nationality,narodowość,
nationalize,nacjonalizować,upaństwawiać
nato,północnoatlantycki,
naturalist,przyrodnik,
naturally,oczywiście,
naughty,niegrzeczny,nieładny
nausea,nudności,
nauseate,przyprawiać,
nautical,żeglarski,
navel,pępek,
navigable,spławny,żeglowny
navigate,żeglować,prowadzić|pilotować
navigation,żegluga,
navy,marynarka,
ne,płn.-wsch,północno-wschodni
near,wschód,
necessary,potrzebny,
necessitate,czynić,
necklace,kolia,
neckline,wycięcie,
needle,wbijać,
needless,mówić,oczywiście
needlework,robótki,
needy,potrzebujący,
negate,negować,
neglect,niedopatrzenie,
negligee,prześwitujący szlafrok,
negligent,niedbały,opieszały
negligible,mało,
negligée,prześwitujący szlafrok,
negotiable,możliwy,możliwy do zrealizowania
negress,murzynka,
neigh,rżeć,
neighborhood,sąsiedni,
neighboring,sąsiadujący,sąsiedni
neighborly,dobrosąsiedzki,
neighbourhood,sąsiedni,
neighbouring,sąsiadujący,sąsiedni
neighbourly,dobrosąsiedzki,
neither,żaden,
nephew,bratanek,
nerveracking,denerwujący,
nervous,nerwowy,
nestle,wtulać,być usadowiony
net,firanka,"osiągać
v.  net curtain"
netherlands,holandia,
netting,siatka,
neurotic,neurotyczny,
neutralise,blokować,
neutrality,neutralność,
neutralize,blokować,
newborn,nowonarodzony,
news,prasowa,
newsflash,wiadomość,
newsprint,gazetowy,
newsreel,kronika,
nhs,państwowa,
nib,stalówka,
nicety,subtelność,szczegół
nickel,pięciocentówka,
nickname,przezwisko,"nadawać przydomek|przydomek
ii.    przezywać"
niggardly,powściągliwy,"szczupły
 2.  skąpy"
nightcap,kieliszek,
nightie,koszulka,
nightingale,słowik,
nightlife,życie,
nightmarish,koszmarny,
nighttime,ciemność,
nightwatchman,stróż nocny,
nine,dziewięć,
nineteen,dziewiętnaście,
nineteenth,dziewiętnasty,
ninetieth,dziewięćdziesiąty,
ninety,dziewięćdziesiąt,
ninth,dziewiąty,
nip,ukąszenie,
nobility,wyższe warstwy,
noble,imponujący,
nocturnal,nocny,
nod,"skinąć
 2.  wskazywać głową",
node,węzeł,
nodule,guzek,węzeł
noise,zakłócenia,
noiseless,bezgłośny,
noisy,hałaśliwy,
nomadic,nomadyczny,wędrowny
nominate,mianować,
nomination,mianowanie,
nonalcoholic,bezalkoholowy,
noncommittal,pełen,wymijający
nondescript,nieokreślonego,
nonentity,nikt ważny,
nonevent,żadne wydarzenie,
nonexistent,nieistniejący,
nonplussed,zakłopotany,
nonsense,czynić coś bezsensownym,
nonsensical,nonsensowny,
nonsmoker,niepalący,
nonstarter,niewypał,
nook,kącik,kąt
noon,południe,
noose,pętla,
normal,normalny,
normality,normalność,
northeastern,północno-wschodni,
northerly,północny,
northern,północny,
northwestern,północno-zachodni,
norway,norwegia,
nosedive,pikowanie,gwałtowne
nosey,wścibski,
nostalgic,cierpiący,
nosy,wścibski,
notable,godny,
notarial,notarialny,
notch,osiągać,
notebook,notatnik,
noted,znany,
notepaper,listowy,
noteworthy,godny,
noticeable,widoczny,
noticeboard,ogłoszeń,
notification,zawiadomienie,
notify,zawiadamiać,
notion,opinia,pojęcie
notoriety,notoryczność,rozgłos
notorious,być,
notwithstanding,jednakże,
nourish,piastować,
nourishing,odżywczy,
nourishment,pożywienie,
novel,powieść,
novelist,powieściopisarz,
nowhere,coś prowadzi donikąd,"donikąd
 2.  *from"
noxious,trujący,
nr,blisko,w pobliżu
nt,nowy,
nuclear,atomowy,
nudity,nagość,
nugget,rodzynek,"interesująca wiadomość|wiadomość
 2.  bryłka"
nuisance,utrapienie,
null,znaczenia,
numb,"powodować kostnienie
 2.  paraliżować",
number,pomyłka,
numeral,liczbowy,liczebnik
numerical,liczbowy,
nurse,pielęgniarka,
nursing,karmiący,
nurture,doglądać,"wychowywać
 2.  dopomagać"
nutcracker,dziadek,
nutcrackers,dziadek,
nutmeg,gałka,
nutrient,odżywcza,
nutrition,odżywianie się,
nutritious,odżywczy,
nuzzle,ocierać,
nw,płn.-zach,północno-zachodni
ny,nowy,
nyc,nowy,
nz,nowa,
oaf,bęcwał,
oak,dąb,
oar,wiosło,
oas,państwa,
oau,jedności,
obedient,posłuszny,
obese,otyły,
obey,być,stosować się
objection,wątpliwość,
objectionable,niestosowny,niewłaściwy
obligation,zobowiązanie,
obligatory,obowiązkowy,
obliging,uczynny,
oblique,pośredni,"skośny|wymijający
 2.  ukośny"
obliterate,unicestwiać,
oblivion,nieświadomość,zapomnienie
oblivious,nieświadomy,
obnoxious,nieznośny,
oboe,obój,
obscure,niejasny,"zamazany|niewyraźny
ii.    zaciemniać"
obsequious,służalczy,
observable,dostrzegalny,
observance,przestrzeganie,
obsessional,obsesyjny,
obsessive,obsesyjny,
obsolete,przestarzały,
obstetrics,położnictwo,
obstruct,tarasować,blokować
obtain,osiągać,uzyskiwać
obtainable,osiągalny,
obtrusive,narzucający,natrętny
occasional,okazjonalny,
occult,magiczny,
occupational,zawodowy,
occur,zdarzać,
ocr,rozpoznawianie,
oct,październik,
octagon,ośmiokąt,
october,październik,
octopus,ośmiornica,
oddity,dziwaczność,
oddments,różności,
odious,nienawistny,wstrętny
of,wybór,
offcolour,niezdrowy,
offender,wykroczenia,
official,urzędnik,
offline,rozłączny,nie podlegający systemowi operacyjnemu
offload,przerzucać,
offputting,odstręczający,
offset,wyrównywać,"równoważyć
ii.    druk offsetowy"
offshoot,odrośl,
ogle,przypatrywać,
ogre,potwór,
ohms,służbie,
oil,olejny,
oilfield,złoże,
oily,zatłuszczony,
oldfashioned,staromodny,staroświecki
olympic,igrzyska,
ominous,przerażający,złowieszczy
omission,opuszczenie,"luka
 2.  pominięcie"
omit,zaniedbywać,
omnibus,antologia,zbiór
once,już,
oncoming,nadchodzący,nadciągający
one,się,
oneman,jednoosobowy,
onerous,ciężki,uciążliwy
ones,swój,
onesided,jednostronny,
onetime,niegdyś,
ongoing,trwający,zachodzący
online,bezpośredni,podległy systemowi operacyjnemu
onrush,przypływ,
onset,początek,
onus,ciężar,obowiązek
onward,wprzód,
onwards,wprzód,
oops,bęc,
opec,ˈəʊpek,
open,powstawać,
opening,godziny,
openly,otwarcie,
openminded,umyśle,światły
operate,przeprowadzać,
operatic,operowy,
operating system,operacyjny,
operational,zastosowania,
operator,"telefonistka
 3.  przedsiębiorca",
operetta,operetka,
opinionated,wiedzący,
opportune,samą,
opportunism,oportunizm,
opportunity,sposobność,
oppose,sprzeciwiać,
opposed,przeciwny,przeciwstawny
opposing,przeciwstawny,
oppress,prześladować,"przygniatać|uciskać
 2.  działać opresyjnie"
oppression,prześladowanie,
oppressive,przygniatający,uciskający
opt,optować,nie udzielać się
optimism,optymizm,
optimistic,optymistyczny,
optimum,optymalny,
option,możliwość,
oracle,wyrocznia,
oration,przemówienie,
orbit,krążyć,
orchestrate,aranżować,"organizować
 2.  zorkiestrować|orkiestrować"
ordeal,ciężkie,
ordination,wyświęcenie,
organic,organiczny,naturalny
organisation,uorganizowanie,
organisational,organizacyjny,
organise,zrzeszać się,
organism,organizm,
organization,uorganizowanie,
organize,zrzeszać się,
orgy,orgia,rozpasanie
oriental,orientalny,
originate,brać,
originator,twórca,
ornamental,ornamentalny,
ornate,ozdobny,
ornithology,ornitologia,
oscillate,oscylować,
ostensible,rzekomy,
ostentatious,wystawny,
ostrich,struś,
oust,usuwać,wypierać
outandout,kompletny,zupełny
outbuilding,budynek,dobudówka
outburst,przypływ,
outcast,wyrzutek,
outclass,deklasować,przewyższać
outcome,wynik,
outdated,przestarzały,
outdo,pokonywać,przewyższać
outdoor,wyjściowy,zewnętrzny
outer,przestrzeń,
outermost,zewnętrzny,
outfit,placówka,
outgrow,wyrastać,
outing,wycieczka,
outlast,przetrwać,przeżyć
outlive,przetrwać,przeżyć
outlook,poglądy,"światopogląd
 2.  prospekt"
outlying,odległy,
outmoded,przestarzały,
outnumber,przewyższać,
outoftheway,odludny,
outpost,placówka,
outrage,gniewać,"szokować
ii.   1.  rozgniewanie"
outrageous,szokujący,wzburzający
outside,zewnętrze,tuż za
outsider,człowiek,
outskirts,przedmieścia,
outsmart,przechytrzać,
outstanding,wybitny,
outstretched,wyciągnięty,
outstrip,przewyższyć,prześcignąć
outward,podróż za granicę,
outwards,podróż za granicę,
outweigh,przeważać,
outwit,przechytrzać,
outworn,zużyty,
ovary,jajnik,
oven,kuchenka,
overawe,przerażać,
overbalance,przeważać,
overbearing,apodyktyczny,
overboard,burtę,
overcast,zaciągnięty,
overcharge,brać,liczyć za dużo
overcoat,płaszcz,
overcrowded,przeludniony,zatłoczony
overcrowding,przeludnienie,
overdo,przesadzać,
overdone,długo,za długo smażony
overdose,duża,
overdraft,przekroczenie,
overdraw,przekroczyć,
overdue,opóźniony,zaległy
overestimate,przeceniać,
overgrown,zarosły,
overhaul,"modernizować
ii.    reforma",
overhear,podsłuchiwać,
overheat,przegrzewać,
overjoyed,zachwycony,
overlap,część,
overload,przeciążać,
overlook,ignorować,
overpopulated,przeludniony,
overpower,przemóc,owładnąć
overrate,przeceniać,
override,stosować,
overriding,naczelny,najważniejszy
overrule,uchylać,przegłosowywać
overrun,przekraczać,
oversee,mieć,mieć pieczę nad czymś|nadzorować
overshoot,przenosić,udawać się za daleko
oversight,niedopatrzenie,
oversimplify,upraszczać,
oversize,nadmiarowy,większy niż zwykle
oversized,nadmiarowy,większy niż zwykle
oversleep,przesypiać,spać za długo
overstate,przesadzać,wyolbrzymiać
overtake,wyprzedzać,
overthrow,odrzucać,"obalenie|overthrow
i.   1.  obalać|przewrót|zrzucać
 2.  porzucać"
overturn,przewracać,pozbawiać władzy
overview,przegląd,
overwhelm,miażdżyć,przytłaczać
overwhelming,przygniatający,
overwork,przepracowywać,zapracowywać się
overwrought,napięty,spięty
owing to,dzięki,
own,posiadać,"mieć
ii.    własny"
owner,właściciel,
ownership,własność,
ox,wół,
oxide,tlenek,
pace,przejść dwa kroki,zrobić kroki
pacific,pacyfik,
pacifism,pacyfizm,
pacify,uspokajać,
packaging,opakowanie,
packed,zatłoczony,napchany
packet,opakowanie,
packing,skrzynia,
padding,podbicie,wyściółka
paddy,ryżowe,
padlock,kłódka,
pagan,pogański,
pageantry,uroczystość,
paidup,pełnopłatny,
pained,urażony,zbolały
painful,obolały,"bolący
 2.  bolesny"
painkiller,środek,
